gene_symbol,comparison,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CCDC152,treat_vs_con,792.162825509711,-0.100404508693536,0.0923654816243485,-1.08703497159125,0.277021354560925,0.421154337165481
SELENOP,treat_vs_con,4160.9961086322,-0.168101133286518,0.062403945451118,-2.69375809608376,0.00706514211997726,0.0240137022143985
PPIAP77,treat_vs_con,55.6025600049405,0.121626521258066,0.224325552978037,0.542187546819396,0.587689313280617,0.715756416198358
PRELID3BP5,treat_vs_con,154.319607090796,0.472381100069893,0.134975485217699,3.49975478367794,0.000465686333864557,0.00254102044478925
AC106800.4,treat_vs_con,76.8779470771372,-0.3921303029385,0.158791787601313,-2.46946211049051,0.0135316347772914,0.0405449817958026
NIM1K,treat_vs_con,2090.91458354313,0.330063326733027,0.100326674068123,3.28988606269265,0.00100227958264826,0.00477793519921079
NNT-AS1,treat_vs_con,79.7488272650103,0.328221607198829,0.153092601750533,2.14394166305744,0.0320375613620918,0.0805165487587033
AC010435.1,treat_vs_con,22.0715801169017,-0.404968143506831,0.228445094456173,-1.77271542849665,0.0762758732330885,0.158808200339885
AMD1P3,treat_vs_con,435.911530507286,-0.00815729689718166,0.112066886365033,-0.0727895381211102,0.941973596242604,0.965948602048087
RNU6-381P,treat_vs_con,502.114523493541,0.273803079156254,0.122307892911237,2.23863785598008,0.0251794890058868,0.0664860874144147
FGF10,treat_vs_con,25.1977765220135,-0.0870419888320822,0.223216467378663,-0.389944298708144,0.696577735994678,0.800161634139277
FGF10-AS1,treat_vs_con,39.0257154774965,0.204864042631064,0.228304912188004,0.89732647741877,0.369544731930815,0.518027321804543
HCN1,treat_vs_con,1318.68550973861,0.117825111884533,0.0851781706369581,1.3832782625342,0.166579560577895,0.290221203486226
AC117529.2,treat_vs_con,263.639250563666,0.0695314564812185,0.0999951284309144,0.695348439191785,0.486836964770235,0.626606155923721
AC117529.1,treat_vs_con,428.814256782603,0.206694667675425,0.113874120813153,1.81511537651803,0.06950618065341,0.148203658099042
EMB,treat_vs_con,293.017880012126,-0.514289903153755,0.137187286633064,-3.74881605851227,0.000177671331663543,0.00114747985199888
AC112187.1,treat_vs_con,485.992599817576,-0.467243500810649,0.0900267498496316,-5.1900518633747,2.10235515008237e-07,3.55717569308344e-06
AC112187.3,treat_vs_con,2075.61270401422,-0.103832649823785,0.0644652265032623,-1.61067687892993,0.107250167673553,0.207622416637812
PARP8,treat_vs_con,280.510545310691,0.0214195484255366,0.141583201931134,0.151285944472106,0.879750156352722,0.925576100271279
AC091834.1,treat_vs_con,1860.6255896374,0.143624053682557,0.0800916164189535,1.79324703513623,0.0729334322644273,0.153559256825266
AC091860.1,treat_vs_con,2200.09652015241,-0.607382634223488,0.0942977576924069,-6.44111428613955,1.18599521926374e-10,4.93290895645788e-09
AC022433.1,treat_vs_con,3198.05705562398,0.325382244680122,0.123388747806282,2.63704957271278,0.00836306090205562,0.0275278141594753
RPS17P11,treat_vs_con,95.6134144321926,-1.08706093410152,0.163103375980923,-6.66485857551262,2.64920335150877e-11,1.28553009173371e-09
AC022133.2,treat_vs_con,2723.30087446096,0.124323999180395,0.0636313146255453,1.95381786329594,0.0507227609465468,0.115761583444007
ITGA2,treat_vs_con,15.2031149728721,-0.5103998326509,0.243737672682368,-2.09405393525702,0.0362551759155098,0.0888303619485919
AC008966.1,treat_vs_con,1721.93109100973,0.409799715889944,0.103964391678565,3.94173148395803,8.0895510278263e-05,0.000597272066556879
AC026477.1,treat_vs_con,907.000532723931,-0.257019830377353,0.0784890968351367,-3.27459278729137,0.00105814382802618,0.00499952534933857
ARL15,treat_vs_con,2697.15382114478,-0.110162080743801,0.0788752166140567,-1.39666279818708,0.162514996288622,0.284908987472134
MIR581,treat_vs_con,161.581053225905,-0.149073948836138,0.121435885728363,-1.22759386932458,0.219599464373947,0.35594950995319
LINC01033,treat_vs_con,636.008896536292,-0.382238714595547,0.104400145148086,-3.66128527937735,0.000250953133610246,0.0015245896869054
AC112198.2,treat_vs_con,1765.46981901352,0.111744540655667,0.0773750916296255,1.44419267624987,0.148684784448482,0.266506612366106
ESM1,treat_vs_con,580.601020860599,0.161951133863739,0.0895832451946036,1.80782838924767,0.0706332138558934,0.150026307365491
AC034238.1,treat_vs_con,215.176010349831,0.0572486871603914,0.129401508787273,0.442411280184564,0.658191617794772,0.770701898155002
AC034238.2,treat_vs_con,660.83223633888,-0.196552530260093,0.102632449028282,-1.91511098216052,0.0554783515625378,0.12394475792117
GZMAP1,treat_vs_con,1724.46228127045,-0.0475024284717948,0.0844429391667414,-0.562538785842074,0.573748985519063,0.704505498173363
GPX8,treat_vs_con,235.903424174552,0.0528633963426386,0.116344784126428,0.454368425190369,0.649563674416046,0.764854411286838
MIR449C,treat_vs_con,22.1852119249023,0.122122410922201,0.228371286858672,0.534753788893683,0.592820121480403,0.720224557234352
AC020728.1,treat_vs_con,3320.72037900185,0.279606817429969,0.0900475855195903,3.10510066223973,0.00190214278010659,0.00811051816519062
PLPP1,treat_vs_con,268.323826942228,0.306640170082591,0.106502659680271,2.8791785200778,0.00398712567368682,0.014933334046277
MIR5687,treat_vs_con,51.4576745811444,-0.104553251651217,0.20096953852486,-0.520244273926536,0.602893330639368,0.72812451945653
SLC38A9,treat_vs_con,19.6780125269217,0.565223421051414,0.230805500384593,2.44891659908268,0.0143286621749138,0.042438692134567
FLJ31104,treat_vs_con,1389.25381937035,0.0135624653049984,0.0962945333403307,0.140843564370004,0.887993526676607,0.930632172653268
RNU6ATAC2P,treat_vs_con,558.805631838316,0.177402446818845,0.103937190182713,1.7068235778453,0.0878548486544465,0.177678659185683
HMGN1P17,treat_vs_con,109.089520642551,-0.357033445569659,0.16376187783368,-2.18019877576312,0.0292427303275195,0.0749700235394507
AC008391.1,treat_vs_con,19.5567243737209,0.677776364272812,0.244590164798317,2.77106957604649,0.00558724867784727,0.0197518520842752
MAP3K1,treat_vs_con,44.6507125133751,0.18623461845053,0.196064925237269,0.949861981816265,0.342182386753609,0.490726432155664
SETD9,treat_vs_con,2425.39046161987,-0.0651691297963658,0.0894736611379243,-0.728361050252623,0.466392599627867,0.607949333067884
AC114973.1,treat_vs_con,1163.93098555343,0.216475879518761,0.0687693148019557,3.14785569904507,0.00164472864111256,0.00719382303316549
AC025470.2,treat_vs_con,2248.3192293678,-0.0152806236762344,0.11023398000109,-0.138619903554995,0.88975051439685,0.931903901965505
RAB3C,treat_vs_con,807.094325062063,0.1355631405399,0.0734647940668409,1.84528034498483,0.0649967681250375,0.140609158690236
AC008852.1,treat_vs_con,1071.04162423061,0.0131874910539865,0.0832410065058948,0.158425415639978,0.874121587885542,0.921665201411807
AC092343.1,treat_vs_con,51.4055552797844,0.167648850259964,0.201532967019916,0.831868119340478,0.405483388638536,0.552788600590269
SETP21,treat_vs_con,114.420712952389,-0.729727241279399,0.166717165093101,-4.37703724671596,1.20303422199685e-05,0.000120155476243582
DEPDC1B,treat_vs_con,1264.40241713406,0.190140204927544,0.0978341624353328,1.94349499392121,0.0519563796562905,0.117920119793531
ELOVL7,treat_vs_con,496.422668294356,0.127673998946162,0.0800583101540857,1.59476260116447,0.110765333136401,0.21266888834488
AC008498.1,treat_vs_con,260.846731829595,-0.00277136448601879,0.13674318009677,-0.0202669301975979,0.983830436245279,0.990636419365288
SMIM15,treat_vs_con,22.1191663462176,-0.667834029319707,0.227321656621877,-2.93783724456386,0.00330510483265931,0.0127662259506297
LINC02057,treat_vs_con,4048.87095983124,0.162692788956002,0.0884258411987662,1.83987832912209,0.0657861022606233,0.141780075975374
AC122718.1,treat_vs_con,62.2410825882586,0.138985072299722,0.168019826985329,0.827194473375199,0.40812684361665,0.55550241189184
C5orf64,treat_vs_con,19.7336837651679,-0.0139647374668128,0.238195761060723,-0.0586271451877468,0.953249089131308,0.971959748085385
AC026746.1,treat_vs_con,418.561816166527,-0.0567220980771752,0.119059481061183,-0.476418153108081,0.633776504447018,0.751629173714352
IPO11,treat_vs_con,39.7323712174076,0.0989092592213004,0.211126733725462,0.468482875076904,0.639439314569711,0.756512156952021
AC114982.2,treat_vs_con,302.008976837904,-0.079883822735747,0.0967316646649124,-0.825829091357748,0.408901049079525,0.556219330778046
AC114982.1,treat_vs_con,445.983862186893,0.120292796282939,0.0978948165667007,1.22879638066411,0.219148158881352,0.355349834307786
LRRC70,treat_vs_con,2532.75732952165,-0.273674860672125,0.131308511974824,-2.0842126420913,0.0371408293142251,0.0905975556667417
ISCA1P1,treat_vs_con,43.8278944898988,-0.904808198004958,0.194478925674229,-4.65247427127709,3.27975671040553e-06,3.90810237824462e-05
AC025445.1,treat_vs_con,275.469729723097,-0.32349093650246,0.0974367550620426,-3.32000933627642,0.000900144377248141,0.00437346595885266
AC122707.1,treat_vs_con,36.1925441924155,-0.800326187135848,0.206978132746436,-3.86671855870063,0.000110309605913631,0.000768838582011301
RN7SL169P,treat_vs_con,3301.27434530235,-0.148025483564723,0.107263646786034,-1.38001539198085,0.167581905742198,0.291211304899534
RNU6-294P,treat_vs_con,449.431363501524,0.15161884798545,0.0956798674264015,1.58464734602688,0.11304648130847,0.216310314333643
SREK1IP1,treat_vs_con,1360.88860635646,0.208733045548734,0.0882354666672524,2.36563655673623,0.0179991040896165,0.0509248579403873
ADAMTS6,treat_vs_con,304.87307146831,-0.08159295634404,0.118895276286352,-0.686259024685965,0.492549782901183,0.63235396923958
AC025186.1,treat_vs_con,241.781527279322,0.552673675499126,0.169642645948017,3.25786993247252,0.00112251843584669,0.00526171992209913
CENPK,treat_vs_con,26.1233172139209,-0.165828041907555,0.219282674799252,-0.756229565602331,0.449511569313998,0.594227107520287
RNU6-540P,treat_vs_con,307.383800947801,-0.20713298190837,0.146631474669664,-1.41260928034043,0.157770638844763,0.278649276412216
AC025442.1,treat_vs_con,1407.60749570916,0.0192695659308754,0.109319501748134,0.176268329280088,0.860083142006292,0.912600080059073
LINC02229,treat_vs_con,885.957751405604,-0.314310377964108,0.100625793945461,-3.12355675061272,0.00178679404161827,0.00769738103188484
MAST4,treat_vs_con,481.13714014638,-0.436848213767238,0.0963930227128499,-4.53194849038594,5.84421022871761e-06,6.50283279131948e-05
CD180,treat_vs_con,23.6187548133261,-0.714910316228676,0.227899373799273,-3.13695603594921,0.00170711723189141,0.00740790945031392
AC010420.1,treat_vs_con,159.667190429026,-0.553031422503524,0.137741228392086,-4.01500283509377,5.94450802297396e-05,0.000465466727710619
AC008459.1,treat_vs_con,25.3812989558487,-0.72109247666132,0.232856108896214,-3.09672990792231,0.00195668064774805,0.00829235749181316
AC079467.1,treat_vs_con,190.831644684956,0.514440283023463,0.123245897451733,4.1740966122214,2.99170789086489e-05,0.000259354182381664
PIK3R1,treat_vs_con,108.047557065885,0.187668001491379,0.135801595667004,1.38192780850349,0.166993868418415,0.290746066068438
RAD17,treat_vs_con,162.384148762323,-0.432624583003987,0.117560376038376,-3.68002040809024,0.000233215288487654,0.0014354787062836
RPS27P14,treat_vs_con,1191.38350937025,0.0804676476274497,0.14206205127317,0.566426057531151,0.571104185216605,0.702319786585706
SERF1B,treat_vs_con,2092.38733510044,-0.0321111523977369,0.126638458098195,-0.253565566732011,0.799831201114178,0.873913623004973
NAIP,treat_vs_con,396.350970459086,-0.329043173213623,0.118994199798324,-2.76520346177627,0.00568873012914312,0.0200311172972185
AC145141.2,treat_vs_con,233.86374975658,0.35019720880395,0.141420974963798,2.47627488704273,0.0132761317478973,0.0399734612686447
HMGN1P12,treat_vs_con,703.525985201928,0.11529732658077,0.127151496906502,0.90677128768332,0.364527756371517,0.513045221503911
AC025774.1,treat_vs_con,329.487661855367,-0.0770736472523453,0.0945417290527223,-0.815234161936729,0.414938286787249,0.561549999205898
RN7SL153P,treat_vs_con,177.252203049567,0.123588476439661,0.136606561533428,0.904703808165312,0.365622323100554,0.514127098248697
AC093278.1,treat_vs_con,12.3276914054659,-0.166582931641894,0.251532507793678,-0.662271978692057,0.507796931732388,0.646051999389676
AC093278.2,treat_vs_con,15.6616162808317,-0.30443393732956,0.252360166046669,-1.20634703209563,0.227683710164679,0.365749253752984
H2BL1P,treat_vs_con,457.291471272754,-0.503331774197317,0.105881306807497,-4.75373594616117,1.99691811280848e-06,2.55086451976387e-05
AC035140.1,treat_vs_con,41.1504418164574,-0.332416726328142,0.211469684265914,-1.57193560619376,0.115965485876876,0.220323000808431
TNPO1,treat_vs_con,256.865900303455,0.261159413384544,0.144521631314394,1.807061067671,0.0707527580895238,0.150259538959461
MIR4804,treat_vs_con,188.925236875786,-0.337126696084624,0.129014589629081,-2.6130897060082,0.00897277474278267,0.0291676610608551
FCHO2,treat_vs_con,478.675032832288,-0.0904357118805662,0.105170762164324,-0.859894042978079,0.389847452542028,0.537743455812643
AC020893.2,treat_vs_con,665.813482935237,0.0601840493490484,0.112981433887659,0.532689728552136,0.594248377516708,0.721420339435685
AC020893.1,treat_vs_con,2782.9559605632,-0.0352383861899371,0.122817313943311,-0.286917088955407,0.774175805276351,0.855875258003966
TMEM171,treat_vs_con,813.686871289142,0.0288311290172987,0.0806660933917814,0.357413230330503,0.720782473622689,0.817342324402683
TMEM174,treat_vs_con,2467.26442856024,0.252069625195325,0.0675148079182862,3.73354576525504,0.000188802868206559,0.00120738377923556
AC116345.4,treat_vs_con,231.240952028367,-0.137755677146589,0.19327101819622,-0.712759100832861,0.475994837940928,0.616752826376002
AC116345.1,treat_vs_con,74.433366755486,-0.0746509061852593,0.167833601447462,-0.444791183299654,0.656470666510297,0.769698264183603
AC099522.1,treat_vs_con,613.557800973107,-0.0849814123730612,0.108008814159489,-0.786800716537592,0.43139853398601,0.576905345171863
FOXD1-AS1,treat_vs_con,313.218128615594,0.0473632177253225,0.111086386179676,0.426363835877379,0.669842748953314,0.780048658673871
AC091868.2,treat_vs_con,23.3732763100964,-0.457926212874929,0.234627375523222,-1.95171689515662,0.0509718255918081,0.116163969975955
RNU7-196P,treat_vs_con,180.693315903587,-0.19392159699793,0.13186341233832,-1.47062474388565,0.141392628454515,0.256384212653539
RNU6-658P,treat_vs_con,93.1519482508695,-0.635234382786663,0.162940843629918,-3.8985583272752,9.67670934768611e-05,0.000690982424544861
RNU6-1330P,treat_vs_con,276.642275022284,0.513033262632053,0.146499810040049,3.50193807412995,0.000461886959459118,0.00252475298314334
ANKRD31,treat_vs_con,880.542503904258,-0.563080065021152,0.120023887250105,-4.6914000031328,2.71341883185252e-06,3.32307666621557e-05
AC008897.2,treat_vs_con,1479.10618481278,0.644064470632341,0.0887239112906266,7.25919835209501,3.89391119856182e-13,2.73374028858406e-11
HMGCR,treat_vs_con,1270.16384357654,0.170565748308783,0.158692375146141,1.07482006083599,0.282455297146295,0.427352455168592
POC5,treat_vs_con,336.51867258278,-0.210235280843691,0.137643357722292,-1.52739139993852,0.126663713686023,0.235601225396458
RNU6-680P,treat_vs_con,5402.62144485891,0.458864823710804,0.0564922790630987,8.12261128991234,4.56258797087276e-16,5.77092581791292e-14
SV2C,treat_vs_con,272.967593504541,0.0563760812489502,0.109788662243001,0.513496385666581,0.607604138405731,0.732037746700408
AC113404.1,treat_vs_con,19.2657335977865,-0.371047133754434,0.236440772582514,-1.56930266172661,0.116577432405552,0.221236993275917
CRHBP,treat_vs_con,519.69687806157,-0.0424443481440215,0.100759315516445,-0.421244903525514,0.673576258065092,0.782738485796257
AGGF1,treat_vs_con,1363.28637226748,-0.11372419475345,0.0803685072185823,-1.41503430496909,0.15705843809692,0.277772923584363
AC008581.2,treat_vs_con,436.64977368399,-0.479251421978466,0.0941468081220068,-5.09046914641434,3.57178689104057e-07,5.61837344705882e-06
HMGB1P35,treat_vs_con,322.11369831912,0.497091715861923,0.124105687924847,4.00539027802611,6.19151689055599e-05,0.000480831892995317
PDE8B,treat_vs_con,307.805961459774,-0.340850892208436,0.124012995041752,-2.74850947752436,0.00598669041225459,0.0208958651326624
RPS2P24,treat_vs_con,917.811952420042,-0.146136536877697,0.131941574003551,-1.10758521702768,0.268040990695439,0.411452182319612
OTP,treat_vs_con,244.886978366984,-0.222705908928993,0.174412552699666,-1.2768915165899,0.201640549589121,0.33446364836179
TBCA,treat_vs_con,1261.89527744276,0.161142230033365,0.141783054934992,1.13654082363545,0.255730290302698,0.397479261649974
ACTBP2,treat_vs_con,37.1162695312675,-0.157238470774539,0.203712259383709,-0.771865528614881,0.44019407574142,0.584981655216817
AC024568.1,treat_vs_con,962.619313591168,-0.267331280188019,0.0913091134176758,-2.92776120785627,0.00341412146190645,0.0131020413525686
AC104108.1,treat_vs_con,564.834791274171,-0.749565979323973,0.105402285195806,-7.11147749720515,1.14807182517092e-12,7.41268344639174e-11
SCAMP1-AS1,treat_vs_con,451.664055373592,-0.0809107886509901,0.133399031762631,-0.606532053358243,0.544161504220675,0.677829849178983
AC008802.1,treat_vs_con,637.170565814354,0.293865667236395,0.126496728044968,2.32310884066447,0.0201733061751109,0.0557615696639258
AC016559.2,treat_vs_con,297.962434668417,-0.678001184756532,0.129943692317232,-5.217653682653,1.81203860427099e-07,3.12419750865985e-06
AC093270.2,treat_vs_con,22.7646190552859,0.00604421353975686,0.243268303027572,0.0248458737309143,0.980177900392728,0.988893441056566
TENT2,treat_vs_con,1182.59960623162,-0.0202930546584685,0.078389285144201,-0.258875363146104,0.795731407719798,0.870969737021152
CMYA5,treat_vs_con,1838.13285889496,0.129438362308562,0.0866409017189313,1.49396370236853,0.135185106730229,0.247925051337551
LINC01455,treat_vs_con,221.195331586282,-0.125594094632976,0.131849595625172,-0.952555781741045,0.340815190300637,0.489591413807845
MTX3,treat_vs_con,351.093918777759,0.625069372246401,0.123775114112277,5.0500407673177,4.41715786621248e-07,6.74863000331928e-06
THBS4,treat_vs_con,311.08258131848,-0.0747451754261485,0.208182663371082,-0.359036502923956,0.719567781976935,0.81672947422964
RBX1P2,treat_vs_con,201.795869258637,0.390949521722011,0.118614539017666,3.29596628676173,0.000980837847969648,0.00469216156226666
KRT18P45,treat_vs_con,89.2465958123088,0.390169221461238,0.21022896530722,1.85592513805631,0.0634642293338976,0.138029108224295
AC026410.4,treat_vs_con,540.705948552855,0.178899119347751,0.150527154466938,1.18848403121209,0.23464276747256,0.373384206079119
FAM151B,treat_vs_con,49.52479857881,-0.159111380998435,0.19071966440576,-0.834268356617507,0.40412977900444,0.551674329424762
RPS27AP9,treat_vs_con,1312.10973063138,-0.111521073641248,0.158834705006774,-0.702120318330254,0.482604132144906,0.622768386279315
MSH3,treat_vs_con,240.784972785757,0.761808662023835,0.174883272737274,4.35609792806367,1.32401559190272e-05,0.000130883309408398
RASGRF2-AS1,treat_vs_con,210.416628383223,0.124491325505053,0.125969957672602,0.988262025368045,0.323024338285872,0.471266764119248
RASGRF2,treat_vs_con,2235.98658651661,0.344417840791242,0.0636909242874942,5.40764394054913,6.3859216675101e-08,1.26986027385758e-06
AC026427.2,treat_vs_con,39.7548707122425,-0.106852254241439,0.20934288081844,-0.510417425343977,0.609759051513973,0.73348861271532
AC026436.1,treat_vs_con,581.207298785397,0.213092850335862,0.0973443288663954,2.18906281256848,0.0285922749451608,0.0735223120611193
SSBP2,treat_vs_con,777.878309977032,0.19469530370998,0.0908461717862191,2.14313162439184,0.0321025307404028,0.0806273033618417
ATG10-AS1,treat_vs_con,2585.08565064505,-0.116077827766782,0.128751980578625,-0.901561492453293,0.367289854444325,0.515709712823511
RPS23,treat_vs_con,1406.63515990799,-0.106254378799998,0.0906281596858036,-1.17242123384573,0.24102797852898,0.380959002015845
ATP6AP1L,treat_vs_con,665.198033135406,0.431112208790815,0.167560933438098,2.5728682691427,0.0100859588603748,0.0321098475705473
AC026782.1,treat_vs_con,342.517565293576,0.215155144488534,0.103779672031196,2.0731916017605,0.0381544516663392,0.0926599533621782
AC026782.2,treat_vs_con,410.500896339188,0.367201720287303,0.120245853642598,3.053757856622,0.00225994411278099,0.0093368668284668
MIR3977,treat_vs_con,414.071016305952,0.327885645038765,0.125090575443515,2.62118583975035,0.0087624481613046,0.0286105242439888
LINC01338,treat_vs_con,524.963156067484,-0.335419947145414,0.0898867802520198,-3.73158262210507,0.000190280580449042,0.00121325539978385
AC108174.1,treat_vs_con,51210.6544930524,-0.256923254866814,0.0817015657586817,-3.14465521536853,0.0016628267593965,0.00725753867132994
AC027338.1,treat_vs_con,76.8955690459527,0.021370577678793,0.223384087102117,0.0956674128225781,0.923784722955419,0.95363406876673
XRCC4,treat_vs_con,333.209557484782,-0.66046913329911,0.20807169736671,-3.17423821527771,0.00150230339326617,0.00669227588380204
ZP3P1,treat_vs_con,84.0189645279561,-0.0763541647087182,0.155788428696983,-0.490114479922199,0.624052892281722,0.744127979352388
RNU6-448P,treat_vs_con,144.788661161286,-0.88523018701725,0.154613011104391,-5.72545726064132,1.03155514058966e-08,2.54686837991026e-07
AC114928.1,treat_vs_con,376.255760833861,0.373570462153058,0.121853037097331,3.0657460088965,0.00217127674693811,0.0090261237828669
RBBP4P6,treat_vs_con,984.438414284963,0.0249324357029632,0.108772626184648,0.229216086597366,0.818700970102057,0.886499303500705
AC117522.1,treat_vs_con,50.3038617872789,0.224126688071657,0.214098916369676,1.04683709694572,0.295174717563576,0.441061398927427
AC016550.1,treat_vs_con,585.100005995544,0.462864517005573,0.0797520208022955,5.80379672325809,6.48298672362214e-09,1.69845446743995e-07
AC016550.2,treat_vs_con,1992.75421285626,-0.0703933233420591,0.0642792536333061,-1.09511731022317,0.273465245956414,0.417310345169445
AC016550.3,treat_vs_con,133.309509996652,0.658074006370757,0.164052678576416,4.0113578887054,6.03705124706199e-05,0.000471207576092127
COX7C,treat_vs_con,781.738752703002,-0.0772621607896756,0.0889604126862404,-0.868500476298102,0.385120411669866,0.533272888772227
AC109492.1,treat_vs_con,197.870548997943,-0.387787311793609,0.163586081907291,-2.37053976274937,0.0177621332591109,0.0503652110109042
RN7SKP34,treat_vs_con,483.399652873013,-0.337111067452272,0.096128329913195,-3.50688571991927,0.000453383815898657,0.00248885295735759
AC008394.1,treat_vs_con,1623.12074484305,0.319482297820402,0.0650774200416449,4.90926495881301,9.1418394639962e-07,1.27547671581307e-05
RN7SL629P,treat_vs_con,175.32129513878,0.288408433041359,0.139711705760509,2.06431115754711,0.0389882238030078,0.094402523380545
CCNH,treat_vs_con,1776.30268061941,-0.10756974029264,0.131773494767919,-0.816323043432165,0.414315398266153,0.561209700723754
TMEM161B-AS1,treat_vs_con,664.508952028578,-0.633924136727996,0.0904647969767789,-7.00741236274167,2.42765980546842e-12,1.44081609454551e-10
MIR9-2,treat_vs_con,41.8738281998762,0.0535344655821793,0.196099852958095,0.272995949638062,0.784856329084666,0.863414701226598
AC074131.1,treat_vs_con,138.699233374135,0.144338090857088,0.131028885256787,1.10157459230625,0.270646659252101,0.414238107411146
LINC02161,treat_vs_con,836.107275539352,0.40858200269478,0.117231757956474,3.48525015590468,0.000491677145733295,0.0026602629859083
AC099554.1,treat_vs_con,30.4468491667531,0.05705505802122,0.237377247775005,0.240356051626729,0.810054245350594,0.880650067634565
TMEM251P1,treat_vs_con,15.4210674127059,-0.0148163234163479,0.246139476742842,-0.0601948277960609,0.952000465067703,0.971392676924687
AC093281.1,treat_vs_con,187.12172084537,0.103491925431733,0.12684710379764,0.81587929352202,0.414569176102523,0.561436263875481
ARRDC3,treat_vs_con,339.19949068806,-0.535505885646879,0.113576686414793,-4.71492788309705,2.41796374538795e-06,3.00899988347432e-05
AC093298.1,treat_vs_con,1187.97765562895,0.0678132468053564,0.106171759434905,0.638712659244696,0.523009875823506,0.6596293742405
AC124854.1,treat_vs_con,454.90356684335,0.466518774078671,0.117297210954324,3.97723671588692,6.97207509684924e-05,0.000528418913651673
LINC02058,treat_vs_con,78.768328727227,-0.0519827822446333,0.157172886459285,-0.330736321102681,0.740843664536479,0.831898854898704
POLD2P1,treat_vs_con,22.9484776100861,-0.28435713287984,0.223090405321452,-1.27462735329253,0.202441171070678,0.335251095813655
AC106818.1,treat_vs_con,624.263618517382,0.208932674061216,0.125672006453306,1.66252357989403,0.0964078394758291,0.190996196039481
AC106818.2,treat_vs_con,16.5452065617155,0.492476462070015,0.239487587898056,2.05637572448912,0.0397463143405987,0.0958770324511144
NPM1P27,treat_vs_con,769.15562485258,0.242864012531891,0.0898338128678048,2.70348106997615,0.00686173563340387,0.0234100027767091
KIAA0825,treat_vs_con,1627.62279429696,-0.437690928070759,0.111983569232886,-3.90852810880243,9.28601445879643e-05,0.00066800940082657
MTCYBP35,treat_vs_con,113.933221776278,0.0639025372822946,0.151845591176344,0.42083893768165,0.673872696488871,0.78278848353095
SPATA9,treat_vs_con,332.85307074487,-0.0801250821199155,0.107616072557336,-0.744545681847167,0.456546415348147,0.599367682085864
GLRX,treat_vs_con,289.886585953046,-0.174323574326804,0.180923332314393,-0.963521797309584,0.33528573080017,0.484437650934216
RNU6-524P,treat_vs_con,637.308664241904,0.237509198158041,0.102782556643217,2.31079286130713,0.0208442990142605,0.0570905889401942
AC020900.1,treat_vs_con,3861.87757499752,0.0252121913036218,0.104370930975124,0.241563345924651,0.809118526723449,0.880066820742197
AC008906.1,treat_vs_con,4088.92232125013,-0.184635803308119,0.0788919263470312,-2.34036373374811,0.0192649671618265,0.0537184149393105
LNPEP,treat_vs_con,106.079207357857,-0.391815397752897,0.147719831391853,-2.65242245446069,0.00799164825738874,0.0265152134228326
LIX1-AS1,treat_vs_con,1817.08914414353,-0.022197548290297,0.0644973686264635,-0.344162076112812,0.730724400988651,0.824612867268765
YTHDF1P1,treat_vs_con,116.610849956734,-0.249786659665743,0.140675637441628,-1.77562131018876,0.0757953551635935,0.158011095045854
AC008834.1,treat_vs_con,429.063392475374,0.107437748247892,0.100478452697709,1.06926157164382,0.284951821302627,0.429907269702858
AC116347.2,treat_vs_con,71.6763566166461,0.120033550693474,0.20066946393778,0.598165502304283,0.549729507449898,0.682836354299233
GUSBP8,treat_vs_con,326.271360287811,0.174731474470913,0.100649407458065,1.73604076649646,0.082556626603786,0.169180784212885
CRLF3P2,treat_vs_con,309.163053541754,-0.111241639157202,0.116164485471926,-0.957621761119809,0.338253521929086,0.487311184472759
MTND4LP5,treat_vs_con,140.209169698922,-0.0832107105123275,0.124480472516106,-0.668463967322757,0.503837475156726,0.642676597497349
MTATP6P2,treat_vs_con,261.448519337966,0.014119919390013,0.104358479696168,0.135302080205864,0.892373040437206,0.933573449965188
MTCO1P22,treat_vs_con,709.605521674682,-0.0832200772315943,0.0974839580930952,-0.853679711610815,0.393282478485707,0.540982521439913
AC092278.1,treat_vs_con,4766.31581328687,0.567016348203857,0.109750972359204,5.16639020151977,2.38658293153244e-07,3.98133634772724e-06
AC113385.3,treat_vs_con,49.3981286880184,-0.372786343793117,0.201124663797759,-1.85350884746772,0.0638094592117856,0.138578706924742
MIR548P,treat_vs_con,64.1564184246391,-0.233240751483064,0.177476114141911,-1.31420925351432,0.188775795329851,0.31865047355511
AC094108.1,treat_vs_con,36.6950369383034,-0.200278266070182,0.200418598977531,-0.999299800976233,0.317649481826167,0.465847667179204
AC099487.1,treat_vs_con,20.8460595530309,-0.882693416142739,0.236986080311172,-3.72466355401012,0.000195575881686198,0.00124165689474505
PPIP5K2,treat_vs_con,147.301924530843,-0.430113119705163,0.13324842705235,-3.22790391766639,0.00124700851575117,0.00572015113155656
AC011362.1,treat_vs_con,181.206772999349,-0.00242859991343578,0.138112508476246,-0.0175842140601876,0.985970550086287,0.991783398136108
MACIR,treat_vs_con,110.910008761452,-0.266596462037249,0.142102941671841,-1.87607982565838,0.0606443194737618,0.133115575220429
PDZPH1P,treat_vs_con,103.717071388024,0.0742887621112294,0.149264717919094,0.497698070561433,0.618696868233013,0.74071777280655
AC091931.1,treat_vs_con,154.298366864143,-0.03666714989325,0.118954043956477,-0.308246350217952,0.757894885950805,0.844287899589003
